  -0.30469,   0.34375,  -0.03906,  -0.05469,  -0.39062,   0.40625,   0.07031,  -0.21875,  -0.25781,   0.10156,   0.61719,  -0.02344,  -0.24219,  -0.07031,   0.36719,   0.30469
   0.02344,   0.58594,   0.05469,  -0.73438,  -0.64062,  -0.17969,   0.21875,  -0.11719,   0.01562,  -0.37500,   0.37500,  -0.18750,  -0.36719,   0.22656,  -0.39062,   0.55469
   0.42969,   0.00000,  -0.34375,  -0.71875,  -0.37500,   0.25000,  -0.00781,  -0.31250,  -0.17969,   0.24219,   0.03125,  -0.05469,  -0.67969,   0.69531,  -0.32812,   0.06250
  -0.71875,   0.57031,   0.28125,   0.59375,  -0.28906,   0.25781,   0.16406,   0.18750,   0.42188,   0.07812,   0.34375,   0.14844,   0.05469,  -0.30469,   0.80469,   0.28906
  -0.32812,   0.07031,  -0.00781,   0.47656,   0.17188,  -0.60156,  -0.05469,   0.01562,  -0.00781,   0.76562,   0.05469,  -0.27344,  -0.38281,   0.51562,   0.79688,   0.10156
   0.50781,  -0.02344,   0.53125,   0.27344,  -0.22656,   0.14844,  -0.29688,  -0.25781,   0.69531,  -0.69531,  -0.61719,  -0.19531,   0.03125,  -0.01562,   0.11719,   0.60938
   0.27344,   0.22656,   0.26562,   0.36719,   0.57812,  -0.17188,   0.28906,   0.03906,  -0.02344,  -0.25781,   0.53125,   0.03906,  -0.43750,  -0.16406,   0.53906,   0.28906
  -0.29688,  -0.50781,   0.32031,   0.73438,   0.57031,  -0.18750,  -0.15625,   0.17188,   0.03906,   0.17969,  -0.43750,   0.02344,  -0.35938,  -0.30469,   0.53125,   0.18750
   0.33594,  -0.70312,  -0.32031,  -0.60938,   0.55469,   0.15625,  -0.21094,   0.00000,   0.75781,  -0.23438,  -0.59375,   0.09375,  -0.19531,  -0.64062,   0.31250,   0.03125
  -0.62500,   0.39844,  -0.24219,  -0.04688,  -0.37500,  -0.28125,  -0.09375,   0.00781,   0.28906,  -0.31250,  -0.25781,  -0.22656,   0.13281,  -0.12500,  -0.02344,  -0.04688
   0.07031,   0.15625,  -0.37500,  -0.08594,  -0.69531,  -0.31250,   0.32031,  -0.10938,  -0.25000,   0.03906,   0.03125,   0.16406,   0.28125,   0.50781,  -0.31250,  -0.26562
   0.30469,   0.31250,  -0.48438,  -0.17969,   0.20312,   0.48438,  -0.04688,   0.16406,  -0.17969,  -0.04688,   0.18750,   0.27344,   0.23438,   0.51562,   0.39062,   0.02344
  -0.70312,   0.25781,  -0.24219,  -0.30469,  -0.18750,   0.08594,   0.25000,   0.20312,  -0.07812,   0.44531,  -0.09375,  -0.22656,   0.74219,   0.21094,   0.39844,  -0.24219
  -0.14844,  -0.32812,  -0.75000,  -0.17188,   0.46875,  -0.58594,   0.17188,   0.33594,  -0.50000,   0.79688,   0.05469,   0.39844,   0.49219,   0.70312,  -0.09375,  -0.36719
   0.79688,  -0.21094,   0.39062,   0.70312,  -0.31250,   0.14062,  -0.18750,  -0.25000,  -0.21875,  -0.71875,   0.19531,   0.13281,   0.48438,   0.14844,   0.28125,  -0.08594
  -0.30469,  -0.02344,   0.07812,  -0.02344,   0.23438,  -0.38281,   0.20312,  -0.04688,  -0.50000,  -0.23438,  -0.25000,  -0.05469,   0.29688,  -0.17969,  -0.22656,  -0.50781
   0.19531,  -0.09375,  -0.34375,  -0.40625,   0.51562,  -0.28906,   0.28125,   0.24219,  -0.01562,   0.24219,  -0.43750,   0.34375,   0.79688,  -0.65625,   0.07031,  -0.75781
   0.26562,  -0.67188,   0.10938,  -0.39844,   0.10156,  -0.03125,   0.03125,  -0.01562,   0.14062,   0.39844,   0.13281,   0.38281,   0.67188,  -0.67969,   0.53906,  -0.43750
  -0.12500,  -0.15625,   0.51562,  -0.04688,   0.11719,   0.29688,  -0.16406,   0.18750,   0.37500,   0.27344,  -0.54688,   0.53906,   0.01562,  -0.26562,  -0.16406,   0.37500
  -0.12500,  -0.03906,   0.56250,   0.05469,  -0.53906,   0.17969,  -0.07031,  -0.25781,   0.18750,  -0.17188,  -0.64844,  -0.05469,  -0.03906,   0.28906,  -0.60938,  -0.39844
   0.32031,   0.27344,  -0.26562,   0.32031,  -0.12500,   0.00781,   0.25000,   0.25781,   0.35938,  -0.01562,  -0.08594,   0.01562,   0.04688,   0.57812,   0.50781,   0.18750
  -0.57031,   0.21094,   0.61719,  -0.24219,  -0.12500,  -0.10156,  -0.42188,   0.31250,   0.11719,  -0.14844,  -0.54688,   0.29688,  -0.32812,   0.12500,  -0.64062,  -0.15625
   0.31250,   0.24219,  -0.57812,   0.43750,   0.10938,  -0.17969,   0.09375,  -0.17969,  -0.64844,   0.71875,   0.53906,   0.31250,  -0.57031,   0.25781,  -0.65625,  -0.60938
   0.63281,  -0.22656,   0.12500,   0.81250,   0.09375,   0.44531,   0.21875,   0.31250,  -0.00000,  -0.74219,   0.55469,   0.16406,  -0.28906,   0.06250,  -0.19531,  -0.03906
  -0.28906,  -0.36719,  -0.21875,  -0.34375,   0.36719,  -0.24219,  -0.05469,   0.28906,   0.18750,  -0.07031,   0.08594,   0.25000,  -0.39062,  -0.00000,  -0.68750,  -0.51562
  -0.31250,  -0.04688,   0.04688,  -0.34375,   0.03906,   0.11719,  -0.06250,   0.32031,  -0.26562,   0.05469,   0.36719,   0.37500,  -0.11719,  -0.72656,  -0.81250,  -0.73438
   0.13281,  -0.17188,  -0.33594,  -0.24219,   0.17188,   0.46875,   0.39844,   0.32031,   0.14844,  -0.13281,   0.57031,   0.28125,  -0.46094,  -0.67969,  -0.36719,   0.03906
